92443-162,BY EMLAKTAN KARABURUNDA DENİZ MANZARALI HAVALİMANINA YAKIN VİLLA,İstanbul,Arnavutköy,Karaburun,27.11.2018,5+3,280 m²,6.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-karaburun-emlakcidan-villa/detay/29419970
80101-462,İstanbul Havalimanı Arnavutköy Bolluca'da 2+1 Kiralık Daire,İstanbul,Arnavutköy,Mavigöl,15.11.2018,2+1,85 m²,1.300 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-daire/detay/31758718
100710-35,Bollucada Kiralık Çatı Katı Daire,İstanbul,Arnavutköy,Bolluca,13.12.2018,2+1,110 m²,1.300 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-daire/detay/31778705
104677-27,Hadımköy Kiptaş 1.Etap 2+1 Aidat İçinde 700TL 75M2 9.Kat,İstanbul,Arnavutköy,Yassıören,05.12.2018,2+1,80 m²,700 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-yassioren-emlakcidan-daire/detay/31938299
0-32315372,sıfır daire sahibinden komisyon yok,İstanbul,Arnavutköy,Anadolu,23.11.2018,2+1,70 m²,700 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-sahibinden-daire/detay/32315372
0-32469340,2+1 Kiralık Daire,İstanbul,Arnavutköy,Boğazköy İstiklal,19.12.2018,2+1,90 m²,650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bogazkoy-istiklal-sahibinden-daire/detay/32469340
100710-32,Bolluca da Kiralık Dublex(3+1),İstanbul,Arnavutköy,Bolluca,13.12.2018,3+1,120 m²,1.300 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-daire/detay/31711953
97616-199,Anadolu Mahallesinde Kiralık 2Ci Kat 3+1 Daire,İstanbul,Arnavutköy,Anadolu,21.11.2018,3+1,135 m²,1.150 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32178505
103120-98,ARNAVUTKÖY ANADOLU MAH KULLANIŞLI CATI KATI DAİRE,İstanbul,Arnavutköy,Anadolu,04.12.2018,2+1,75 m²,650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32285906
102471-128,ERKA Group'tan Arnavutköy Anadolu Mah Bekara Uygun Kiralık Daire,İstanbul,Arnavutköy,Anadolu,22.11.2018,1+1,75 m²,675 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/31935263
53197-1783,Bolluca da Teraslı Manzaralı Özel Dekorlu 2+1 Çatı Dubleks,İstanbul,Arnavutköy,Bolluca,11.11.2018,2+1,110 m²,1.250 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-daire/detay/32228107
3525-10881,SOYAK KONFORİA 1+1 KİRALIK KULLANIŞLI DAİRE,İstanbul,Arnavutköy,Deliklikaya,22.10.2018,1+1,60 m²,600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-emlakcidan-daire/detay/31187398
2420-9569,Cityside Kemer'den Neo Gölpark'ta Çok İyi Konumunda 6+1 Villa,İstanbul,Arnavutköy,Bolluca,29.11.2018,6+1,450 m²,9.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-villa/detay/31660709
80101-486,İstanbul Havalimanı Arnavutköy Bolluca'da 2+1 Kiralık Daire,İstanbul,Arnavutköy,Mavigöl,15.11.2018,2+1,100 m²,1.100 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-daire/detay/32025731
8515-25237,NEO GÖLPARK EVLERİ 4+1 Müstakil Taşınmaya Hazır Tapulu -DNZ A.Ş.,İstanbul,Arnavutköy,Mavigöl,29.11.2018,4+1,196 m²,5.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-villa/detay/31953384
97616-187,Arnavutköy Merkez Anadolu Mahallesinde Kiralık Çatı kat Daire,İstanbul,Arnavutköy,Anadolu,26.10.2018,2+1,85 m²,700 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-bina/detay/32109866
80101-463,İstanbul Havalimanı Arnavutköy Bolluca'da 2+1 Kiralık Daire,İstanbul,Arnavutköy,Mavigöl,15.11.2018,2+1,85 m²,1.300 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-daire/detay/31758781
87960-125,BOLLUCA'DA HAVAALANINA 15 DK PEYZAJLI LÜKS SİTE İÇİNDE 2+1 DAİRE,İstanbul,Arnavutköy,İslambey,24.11.2018,2+1,110 m²,1.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-islambey-emlakcidan-daire/detay/31852541
103498-84,ANADOLU MAH'DE 105 M2 2+1 KİRALIK 3 KAT BOLLUCA YOLUNA YAKIN,İstanbul,Arnavutköy,Anadolu,22.10.2018,2+1,105 m²,850 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32084554
103498-85,ANADOLU MAH'DE 85 M2 2+1 KİRALIK TERAS BOLLUCA YOLUNA YAKIN,İstanbul,Arnavutköy,Anadolu,22.10.2018,2+1,80 m²,700 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32084605
102471-76,ERKA group'tan Arnavutköy Taşoluk Toki'de Kiralık Daire,İstanbul,Arnavutköy,Mehmet Akif Ersoy,28.11.2018,2+1,90 m²,800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mehmet-akif-ersoy-emlakcidan-daire/detay/31701538
100710-26,Bolluca Merkezde Kiralık Daire (2+1),İstanbul,Arnavutköy,Bolluca,13.12.2018,2+1,90 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-daire/detay/31564404
102471-165,ERKA Group'tan Mustafa Kemal P.Mah.Kiralık Ters Dubleks,İstanbul,Arnavutköy,Mustafa Kemal Paşa,15.11.2018,4+2,150 m²,1.400 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mustafa-kemal-pasa-emlakcidan-daire/detay/32262263
80101-430,İstanbul Havalimanı Arnavutköy Bolluca'da 1+1 Kiralık Daire,İstanbul,Arnavutköy,Bolluca,15.11.2018,1+1,50 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-daire/detay/31118451
103498-88,VADİPAKIN KARŞISINDA 98 M2 2+1 KİRALIK DAİRE,İstanbul,Arnavutköy,Mustafa Kemal Paşa,26.10.2018,2+1,98 m²,750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mustafa-kemal-pasa-emlakcidan-daire/detay/32117954
102471-125,ERKA group'tan Arnavutköy Merkez Mah Kiralık Lüks Ters Dubleks,İstanbul,Arnavutköy,Arnavutköy Merkez,01.12.2018,2+2,118 m²,1.100 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-arnavutkoy-merkez-emlakcidan-daire/detay/31922334
102471-151,ERKA Group'tan Arnavutköy Anadolu Mah Kiralık 1.Kat Daire,İstanbul,Arnavutköy,Anadolu,29.10.2018,2+1,95 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32133549
80101-481,İstanbul Havalimanı Arnavutköy Bolluca'da 3+1 Kiralık Daire,İstanbul,Arnavutköy,Mavigöl,15.11.2018,3+1,120 m²,1.300 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-daire/detay/31923569
102471-155,ERKA Group'tan Arnavutköy Anadolu Mah Kiralık Giriş Kat Daire,İstanbul,Arnavutköy,Anadolu,29.10.2018,2+1,97 m²,950 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32133870
103498-87,BOĞAZKÖYDE 70 M2 1+1 KİRALIK DAİRE,İstanbul,Arnavutköy,Yunus Emre,24.10.2018,1+1,70 m²,500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-yunus-emre-emlakcidan-daire/detay/32105128
id,aciklama,sehir,semt,mahalle,ilan tarihi,oda sayisi,alan,kira,url
82579-527,BÜYÜKADA EMLAK'TAN 2+1 KÖŞK DAİRESİ,İstanbul,Adalar,Büyükada-Maden,03.12.2018,2+1,100 m²,1.750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32332223
54895-620,PLANET'TEN MERKEZDE İŞ YERİ OLMAYA UYGUN 2 DAİRELİ KOMPLE BİNA,İstanbul,Adalar,Büyükada-Maden,05.12.2018,6+2,200 m²,7.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32385189
3272-43020,HEYBELİ ADA AYLIK KİRALIK SIFIRLANMIŞ BAHÇE KATI,İstanbul,Adalar,Heybeliada,21.12.2018,2+1,80 m²,4.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-heybeliada-emlakcidan-daire/detay/29279358
82579-461,BÜYÜKADA EMLAK'TAN YAZLIK 3+1 SEDEF ADASI MANZARALI YALI DAİRESİ,İstanbul,Adalar,Büyükada-Maden,16.12.2018,3+1,110 m²,29.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30795646
4387-1190,BÜYÜKADA NİZAMDA GÖKHANDAN MANZARALI DUBLEKS DAİRE,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,150 m²,3.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32029782
0-31986627,"Yaz - Kış Kiralık, Eşyalı, Yeni Daire",İstanbul,Adalar,Büyükada-Nizam,15.12.2018,3+1,100 m²,3.250 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-sahibinden/detay/31986627
4387-1197,GÖKHANDAN BÜYÜKADADA MANZARALI ÇATI KATI,İstanbul,Adalar,Büyükada-Nizam,18.12.2018,2+1,95 m²,1.950 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32270504
4387-1144,BÜYÜKADA' DA GÖKHANDAN YILLIK YALI FIRSATI ...,İstanbul,Adalar,Büyükada-Nizam,18.12.2018,3+1,160 m²,72.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/31137491
96953-59,"ANADOLU EMLAKTAN, DENİZ MANZARALI, GENİŞ BALKONLU, EŞYALI, DAİRE",İstanbul,Adalar,Büyükada-Maden,21.12.2018,2+1,85 m²,15.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31133899
1324-801,BÜYÜKADA GLOBE EMLAK'TAN KUMSAL'DA 2+1 KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Maden,24.11.2018,2+1,75 m²,1.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32317950
4387-1066,GÖKHANDAN BÜYÜKADADA MERKEZE YAKIN MANZARALI PRESTİJLİ ARA KAT,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,2+1,110 m²,3.100 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/27644439
82579-494,GENİŞ BAHÇELİ 150 M2 DENİZ MANZARALI TERASLI DAİRE,İstanbul,Adalar,Büyükada-Maden,15.12.2018,4+1,180 m²,3.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32081867
4387-1120,BÜYÜKADADA GÖKHANDAN MÜSTAKİL ÖZELLİKLİ MANZARALI DUBLEKS,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,150 m²,4.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/30425099
4387-1103,BÜYÜKADADA DENİZE 5 DK.MÜSTAKİL ÖZELLİKLİ YÜKSEK BAHÇE KATI,İstanbul,Adalar,Büyükada-Maden,14.12.2018,3+1,110 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/29539627
1324-626,BÜYÜKADA GLOBE EMLAK'TAN YILLIK KİRALIK BAHÇE KATI DAİRE,İstanbul,Adalar,Büyükada-Maden,17.12.2018,2+1,75 m²,1.650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/27026069
58678-961,BÜYÜKADA'DA YEŞİLLİKLER İÇERİSİNDE DENİZ MANZARALI DUBLEKS DAİRE,İstanbul,Adalar,Büyükada-Nizam,16.12.2018,3+1,193 m²,2.750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32269258
54895-619,PLANET'TEN 5 DKKA MESAFEDE HAVUZLU DENİZ MANZARALI DUBLEKS,İstanbul,Adalar,Büyükada-Maden,25.11.2018,3+1,130 m²,2.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32322151
4387-1078,BÜYÜKADADA GÖKHANDAN NİZAMDA YAZLIK -KIŞLIK HAVUZLU BAHÇE KATI,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,115 m²,4.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/28284500
67104-999,BÜYÜKADA'DA KAÇIRILMAYACAK FIRSAT!,İstanbul,Adalar,Büyükada-Maden,17.12.2018,5+1,250 m²,4.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31740002
1324-805,BÜYÜKADA GLOBE EMLAK'TAN 3+2 KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Maden,20.12.2018,3+2,150 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32481100
4387-1203,BÜYÜKADADAGÖKHANDAN NİZAMDA DOĞA İÇİNDEMANZARALI4+1 DAİRE,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,140 m²,2.700 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32414977
4387-1038,BÜYÜKADADA GÖKHANDAN YILLIK MERKEZE 3 DK. 2+1 TERAS DAİRE,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,110 m²,2.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/25863762
39778-2692,Kınalıada Da Sezonluk Teras,İstanbul,Adalar,Kınalıada,18.12.2018,1+1,60 m²,7.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-kinaliada-emlakcidan-daire/detay/32096406
96953-80,"ANADOLU EMLAKTAN, HEYBELİADA DA, EŞYALI , KİRALIK DAİRE.",İstanbul,Adalar,Heybeliada,16.12.2018,1+1,55 m²,1.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-heybeliada-emlakcidan-daire/detay/31991389
82579-525,DOĞANIN İÇİNDEKİ HUZUR,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,2+1,100 m²,2.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32332196
5187-1581,"DRAMALI'DAN HEYBELİADA'DA ÖZEL GİRİŞLİ, KOMBİLİ 2+1 DAİRE",İstanbul,Adalar,Heybeliada,21.12.2018,2+1,90 m²,1.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-heybeliada-emlakcidan-daire/detay/32011994
4387-535,GÖKHAN'dan BÜYÜKADA'da KUMSALDA YILLIK 3+1 KAT,İstanbul,Adalar,Büyükada-Maden,14.12.2018,3+1,160 m²,2.700 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/11343662
82579-471,BÜYÜKADA EMLAK'TAN 7+1 DENİZ HAVUZ DOĞA MANZARILI DUBLEKS,İstanbul,Adalar,Büyükada-Maden,08.12.2018,6+2,250 m²,4.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31589448
10098-259,BÜYÜK ADA TİVOLİS EMLAKDAN KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Nizam,19.12.2018,4+1,180 m²,60.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/29448884
7553-10560,BÜYÜKADADA ÇARŞIDA KELEPİR 85 M2 2+1 KOMBİLİ DAİRE,İstanbul,Adalar,Büyükada-Maden,20.12.2018,2+1,85 m²,1.650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31963118
4387-1083,BÜYÜKADA DA GÖKHANDAN AND.KLÜBÜ YANINDA1+1 Y.GİRİŞ DAİRE,İstanbul,Adalar,Büyükada-Nizam,16.12.2018,1+1,75 m²,1.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/28807459
4387-1198,GÖKHANDAN BÜYÜKADADA MERKEZE&DENİZE 5dk.BAHÇEKATI,İstanbul,Adalar,Büyükada-Maden,14.12.2018,4+1,120 m²,2.650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32321716
82579-529,BÜYÜKADA EMLAK'TAN KEYİFLİ 3+1 BAHÇE KATI yaz-kış,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,3+1,85 m²,1.700 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32365858
96953-39,BÜYÜKADA DA İSKELEYE ON DAKİKA MESAFEDE KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,70 m²,1.400 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30564332
10098-263,BÜYÜKADA TİVOLİS EMLAKTAN KİRALIK BAHÇE KATI,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,90 m²,2.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30187521
4387-1189,BÜYÜKADADAGÖKHANDAN DOĞAİÇİNDEMANZARALI FERAH ARA KAT,İstanbul,Adalar,Büyükada-Maden,14.12.2018,3+1,140 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31983963
10098-241,BÜYÜK ADA TİVOLİS EMLAKDAN KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Nizam,19.12.2018,3+1,120 m²,2.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/27275454
26825-602,MADENDE HAVUZLU VE BAHÇELİ DENİZ MANZARALI YAZKIŞ 3+1 BAHÇEKATI,İstanbul,Adalar,Büyükada-Maden,17.12.2018,3+1,140 m²,2.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31224019
0-32344517,Büyükada Deniz&Yeşil Manzaralı Bahçe Katı Kiralık (Cankaya Cd.),İstanbul,Adalar,Büyükada-Nizam,28.11.2018,1+1,90 m²,1.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-sahibinden/detay/32344517
26825-625,KUMSAL'DA DÜZ AYAK 2+1 YAZ-KIŞ ORTA KAT DAİRE,İstanbul,Adalar,Büyükada-Maden,17.12.2018,2+1,70 m²,1.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31788012
26825-642,KUMSAL'DA DÜZ AYAK MANZARALI 2+1 YAZ-KIŞ KİRALIK ÜSTKATDAİRE,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,70 m²,1.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32178968
96953-70,"ANADOLU EMLAKTAN, BÜYÜKADA DA, DENİZE VE İSKELEYE YAKIN 140 M2",İstanbul,Adalar,Büyükada-Maden,19.12.2018,3+1,140 m²,3.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31931755
26825-654,ÇANKAYADA ŞAHANE BAHÇELİ VE MANZARALI 1+1 BAHÇEKATI DAİRE,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,1+1,90 m²,1.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32370715
82579-484,BÜYÜKADA EMLAK'TAN 4+1 SÜPER DENİZ MANZARALI DUBLEKS,İstanbul,Adalar,Büyükada-Maden,08.12.2018,4+1,160 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31987078
10098-224,BÜYÜKADA TİVOLİS EMLAK KİRALIK YAZLIK DAİRE,İstanbul,Adalar,Büyükada-Nizam,19.12.2018,4+1,180 m²,40.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/25651389
4387-1025,BÜYÜKADADA GÖKHANDAN BAHÇELİ 3+1 YAZLIK EV,İstanbul,Adalar,Büyükada-Maden,14.12.2018,3+1,85 m²,11.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/25377795
4387-1112,BÜYÜKADADA GÖKHANDAN YILLIK EŞYALI MERKEZDE KAT,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,95 m²,2.400 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/30275789
10098-265,BÜYÜKADA TİVOLİS EMLAKTAN KİRALIK HAVUZLU BAHÇE KATI,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,90 m²,1.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30269429
82579-442,BÜYÜKADA EMLAK'TAN DENİZ VE HAVUZ MANZARALI 3+1 DAİRE yaz-kış,İstanbul,Adalar,Büyükada-Maden,08.12.2018,3+1,140 m²,3.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/29714691
1324-778,BÜYÜKADA GLOBE EMLAK'TAN 4+1 DENİZ ORMAN MANZARALI DUBLEX DAİRE,İstanbul,Adalar,Büyükada-Maden,15.12.2018,4+1,160 m²,2.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31702539
26825-632,MERKEZE 10 DAKİKA MESAFEDE 2+1 YAZ-KIŞ SIFIR DAİRE,İstanbul,Adalar,Büyükada-Maden,17.12.2018,2+1,90 m²,1.850 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31871752
10098-272,BÜYÜK ADA TİVOLİS EMLAKDAN KİRALIK YALI DAİRESİ,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,110 m²,4.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31000085
1324-764,BÜYÜKADA GLOBE EMLAK'TAN 3+1 KİRALIK BAHÇEKATIDAİR,İstanbul,Adalar,Büyükada-Maden,15.12.2018,3+1,120 m²,2.400 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31192795
4387-1200,BÜYÜKADADA GÖKHANDAN 1+1 FERAH YENİ BAHÇE KATI,İstanbul,Adalar,Büyükada-Maden,14.12.2018,1+1,75 m²,1.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32355711
82579-530,BÜYÜKADA EMLAK'TAN 750 M2 ARSA İÇİNDE MÜSTAKİL EV,İstanbul,Adalar,Büyükada-Maden,04.12.2018,3+1,100 m²,2.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32365934
39631-431,DERİŞ'DEN MERKEZE YAKIN MASRAFSIZ DAİRE,İstanbul,Adalar,Büyükada-Maden,10.12.2018,3+1,100 m²,2.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/18581228
10098-270,BÜYÜK ADA TİVOLİS EMLAKDAN KİRALIK YAZLIK DAİRE,İstanbul,Adalar,Büyükada-Maden,19.12.2018,4+1,160 m²,32.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30580170
26825-653,ŞAHANE ORMAN VE DENİZ MANZARALI ÇOK TEMİZ 4+1 DUBLEKS DAİRE,İstanbul,Adalar,Büyükada-Maden,28.11.2018,4+1,200 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32340943
4387-1029,BÜYÜKADADA GÖKHANDAN BAHÇELİ MANZARALI KÖŞK DAİRESİ,İstanbul,Adalar,Büyükada-Maden,14.12.2018,3+1,110 m²,20.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/25633654
10098-275,BÜYÜK ADA TİVOLİS EMLAKDAN KİRALIK HAVUZLU DAİRE,İstanbul,Adalar,Büyükada-Maden,19.12.2018,3+1,140 m²,3.250 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31747159
26825-598,ŞAHANE DENİZİ VE İSKELESİ OLAN FUL EŞYALI 3+1 YALI DAİRESİ,İstanbul,Adalar,Büyükada-Maden,17.12.2018,3+1,120 m²,25.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31116500
54895-609,PLANET'TN YENİ BİNA BÜYÜK BAHÇELİ DENİZ MANZRLI BAHÇEKATI YALI D,İstanbul,Adalar,Büyükada-Maden,10.12.2018,3+1,150 m²,3.250 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31987003
96953-84,ANADOLU EMLAK DA SEZONLUK KİRALIK DAİRE YAZ KIŞ FUL EŞYAlLI DAIR,İstanbul,Adalar,Kınalıada,20.12.2018,2+1,75 m²,1.250 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-kinaliada-emlakcidan-bina/detay/32053066
